$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,185.468,312.851,573.723,216.68,243.803,297.824,211.257,205.449,212.855,277.546,280.323,297.3,278.326,306.482,229.825,295.852,930.499,228.473,268.517,390.692,317.448,286.811,430.007,260.896,334.919,446.293,555.086,390.124,399.715,284.727,315.6,294.159,324.524,303.375,376.021,325.719,295.955,332.886,527.504,772.459,683.131,802.267,784.348,1439.13,468.609,663.093,653.25,860.474,873.312,814.661,949.092,1125.751,1003.506,887.875,899.307,636.637,1410.417,1709.707,961.427,864.177,870.453,869.838,581.581,1017.254,1133.844,1807.541,1701.594,1404.471,1514.129,5094.682,2429.563,2350.943,2628.137,1854.865,1727.978,1798.473,1827.958,1740.359,1553.775,1769.172,2131.054,2469.224,2261.32,2572.896,1970.915,1573.035,1847.13,1740.643,1979.327,2274.944,3445.242,5483.519,3523.642,1914.799,2627.966,1827.802,1344.03,1661.049,1318.141,2176.771,1975.96,1151.982,1127.597,1426.042,1816.692,1512.258,592.035,1234.031,1229.837,1342.446,888.425,1151.708,867.604,748.553,727.725,978.836,961.755,1241.934,792.574,706.467,730.662,729.487,614.175,1101.669,1026.035,1090.122,964.396,479.476,703.41,2190.209,1551.986,1431.314,2229.87,1120.544,2143.067,1068.61,633.825,1147.331,641.39,437.78,1011.058,838.88,1074.166,0,0,1771.785,2065.583,780.877,1106.454,2116.027,2543.322,3975.607,3513.798,3301.29,2438.99,1472.304,1287.939,2587.836,3019.463,2967.792,3942.382,2653.216,2897.004,4638.134,3679.285,2569.065,4061.174,3613.503,3514.361,2816.574,2381.856,2431.372,3373.271,2844.353,3331.51,0,0,20,20,20,168.279,253.88,307.144,237.031,427.156,374.389,549.494,551.338,585.45,370.266,215.329,345.94,466.491,0,0,20,20,20,140.175,229.668,330.229,557.475,571.603,1362.008,560.054,665.924,1102.487,777.484,1070.266,890.579,969.945,0,0,20,20,36.515,58.459,151.732,310.99,309.274,244.431,198.456,533.219,183.996,163.039,169.145,133.594,572.022,283.034,410.358,415.168,697.588,533.93,795.288,2189.673,970.151,1415.12,0,0,20,26.93,184.932,305.103,277.856,542.021,361.027,355.263,311.856,504.585,539.952,436.421,414.049,0,0,20,20,20,20,40.306,41.677,49.005,105.622,282.994,846.944,332.416,413.751,272.483,212.922,0,5,82
1,0,176.186,297.073,546.375,210.258,229.9,278.571,197.004,197.361,204.916,266.803,271.975,288.713,272.026,294.422,224.23,281.352,499.303,216.357,258.987,379.061,307.223,272.539,408.146,246.475,300.755,367.106,457.196,293.817,339.696,258.862,297.285,268.214,308.084,263.166,318.699,276.247,270.623,221.647,390.427,492.842,512.854,548.325,453.899,881.997,295.174,381.315,366.212,613.39,618.159,515.43,603.873,909.32,693.416,472.483,457.898,312.725,710.438,1394.214,769.418,681.48,752.57,665.371,390.301,705.244,779.315,1445.516,1409.709,1385.407,1472.456,4439.597,2041.25,2001.655,2316.947,1397.984,1214.709,1220.227,1563.463,1573.525,1435.199,1577.139,1694.74,2083.204,1494.028,2013.687,1467.829,1290.034,1715.962,1615.745,1790.662,2139.094,3212.757,4876.443,3197.631,1777.247,2471.395,1752.873,1301.031,1423.694,1138.469,1821.265,1372.855,905.471,967.056,1097.712,1415.456,1300.861,487.171,1064.323,1132.349,1263.89,849.22,1092.594,810.93,669.817,648.893,893.522,891.438,1184.084,712.489,633.698,645.4,673.62,568.644,1029.314,982.292,959.23,898.512,448.149,638.424,1894.13,1495.25,1320.287,1742.085,862.183,1791.57,849.235,430.029,862.915,535.142,376.191,849.377,756.382,1024.929,0,0,1649.71,1861.399,701.446,904.128,1832.539,2472.864,3887.116,3473.361,3265.524,2379.75,1379.441,1196.961,2486.657,2992.715,2951.192,3925.719,2528.12,2291.171,4212.139,3507.834,2519.983,3918.244,3471.525,3298.579,2533.831,2295.619,2300.6,3266.107,2765.964,3218.634,0,0,20,20,20,20,129.182,243.371,172.438,340.12,315.58,475.226,492.227,527.096,337.735,197.895,296.776,433.178,0,0,20,20,20,20,104.172,202.234,400.705,452.969,992.187,519.947,513.316,1016.861,692.348,929.052,840.962,872.025,0,0,20,20,20,36.846,84.744,158.104,192.117,190.661,162.094,405.656,149.07,116.086,119.536,93.667,454.06,215.596,343.099,322.492,591.388,446.577,740.619,1975.799,906.932,1304.415,0,0,20,20,88.737,217.022,190.378,401.977,278.421,278.966,234.72,415.129,448.59,363.283,357.644,0,0,20,20,20,20,20,21.281,25.365,50.687,128.174,524.785,236.33,263.846,205.261,141.089,0,6,81
1,0,58.089,146.809,223.268,91.451,120.129,114.26,89.64,117.992,160.077,194.312,210.837,209.939,154.254,156.073,180.827,185.586,95.135,100.618,131.994,137.441,143.119,67.214,113.869,77.516,154.747,190.733,182.962,150.328,208.906,158.109,193.852,158.514,182.281,140.878,188.932,157.269,174.431,114.328,210.717,229.65,191.938,199.999,167.732,324.797,105.417,127.776,129.587,177.082,251.296,249.536,198.873,200.485,193.514,200.812,215.008,151.572,282.989,254.005,223.992,218.363,245.899,278.339,197.819,297.924,166.265,266.554,244.528,260.299,226.247,288.892,271.893,383.853,396.848,326.875,303.911,292.307,311.84,383.31,462.794,492.306,415.963,389.467,336.988,292.152,256.064,273.072,282.996,310.291,416.815,407.036,580.052,801.437,530.405,208.467,328.74,360.305,266.361,341.598,193.502,616.76,555.443,403.696,576.937,637.674,876.857,583.326,276.128,778.951,590.676,555.789,316.795,425.263,505.347,413.527,336.066,431.876,457.564,714.59,399.757,372.811,408.138,430.08,500.788,657.551,612.877,525.364,427.796,389.794,487.455,787.342,545.393,515.484,933.703,632.882,1480.351,621.778,352.741,685.098,484.577,325.99,702.681,689.24,976.228,0,0,1530.271,1606.173,646.959,857.485,1729.278,2403.935,3786.5,3436.079,3220.4,2335.461,1294.577,1122.276,2381.102,2967.718,2935.538,3911.099,2407.77,1634.038,3684.383,3274.769,2460.006,3541.234,3158.893,2864.119,1821.095,1988.561,2126.503,3088.835,2666.802,3113.656,0,0,20,20,20,20,20,66.869,109.712,252.311,244.302,394.817,439.665,473.536,306.414,182.843,258.284,396.824,0,0,20,20,20,20,20,65.619,251.253,349.67,744.754,479.26,367.695,875.582,585.946,811.036,783.358,684.874,0,0,20,20,20,20,36.424,48.754,92.915,126.696,111.571,288.917,110.567,76.547,86.256,67.547,353.247,156.993,282.868,252.232,497.905,369.232,683.375,1771.889,843.782,1213.443,0,0,20,20,38.036,126.489,128.507,286.732,213.897,216.617,178.436,334.234,362.294,302.647,305.927,0,0,20,20,20,20,20,20,20,25.069,66.562,293.394,157.647,145.814,146.028,96.031,0,7,80
1,0,40,40,40,30,30,30,30,30,62.614,71.031,66.791,64.881,39.144,30,46.9,44.809,30,30,30,30,30,30,30,30,30,44.495,62.901,54.031,83.151,65.88,73.337,45.743,80.587,55.716,60.248,41.335,65.56,27.55,47.32,45.15,58.158,49.138,60.11,84.62,32.805,41.912,44.745,68.937,147.624,138.891,120.43,129.196,120.122,132.64,131.61,87.562,140.971,131.06,112.469,122.282,137.57,156.773,111.776,171.099,98.391,150.388,134.392,160.09,164.035,163.601,167.463,182.802,267.298,225.701,217.96,206.102,239.807,240.101,227.128,222.85,230.835,231.087,213.532,190.11,168.507,192.941,200.872,225.556,236.74,185.978,215.099,267.723,260.547,110.448,216.407,240.227,186.264,238.446,125.433,249.062,269.281,185.914,206.279,266.728,534.902,363.193,138.291,406.425,339.849,360.399,297.759,408.501,448.838,374.831,316.05,391.722,408.777,610.476,355.613,339.323,375.914,392.536,474.448,611.479,552.237,480.031,386.111,357.684,441.131,694.906,460.957,459.374,697.311,538.732,1111.616,530.227,299.484,542.416,451.911,299.889,576.352,644.46,926.789,0,0,1426.719,1358.363,606.237,801.379,1640.601,2285.821,3714.848,2991.804,3099.634,2301.343,1225.037,1071.424,2262.699,2945.681,2923.336,3876.986,2306.984,1505.661,3096.266,2964.595,2322.467,3010.405,3038.353,2587.145,1274.17,1616.523,2020.097,2735.826,2489.471,3016.855,0,0,20,20,20,20,20,20,28.143,166.901,174.402,323.37,395.018,417.58,277.285,168.403,224.931,360.052,0,0,20,20,20,20,20,20,54.32,202.908,538.11,432.937,290.194,729.63,503.406,693.035,721.496,564.498,0,0,20,20,20,20,20,21.59,49.746,87.525,66.509,173.942,73.751,50.077,62.603,52.02,274.049,111.445,229.469,186.13,416.319,304.186,624.472,1558.288,779.92,1127.582,0,0,20,20,20,69.586,70.547,186.526,162.281,164.501,133.242,263.574,284.087,251.74,257.773,0,0,20,20,20,20,20,20,20,20,27.797,131.517,98.043,86.291,79.675,65.568,0,8,79
1,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,37.309,33.976,36.397,58.906,53.91,66.423,55.829,27.228,34.278,41.206,26.668,33.368,45.285,57.775,36.318,58.904,28.51,32.41,43.072,70.445,102.387,102.111,94.874,104.946,135.377,141.307,143.994,129.18,162.167,155.761,141.97,145.542,152.055,155.628,138.178,120.683,121.601,132.074,122.065,140.994,144.185,119.806,129.847,155.762,138.713,57.721,119.198,151.912,118.195,150.123,72.956,152.568,190.962,114.626,117.573,127.679,328.583,270.019,103.246,264.622,187.502,286.766,284.117,395.19,412.207,342.535,300.506,373.04,381.02,540.869,328.818,315.601,349.415,368.673,452.23,584.829,508.288,447.445,356.359,331.664,406.657,636.693,403.935,418.95,579.292,402.912,741.1,429.883,257.601,441.28,390.247,277.849,487.77,610.06,874.5,0,0,1334.525,1070.977,576.307,694.881,1550.673,1800.263,3544.834,2845.341,2965.84,2267.609,1166.474,1028.311,2140.643,2926.597,2913.015,3167.318,2200.971,1427.294,2580.707,2635.426,2036.573,2506.564,2844.076,2391.621,1146.338,1470.003,1983.574,2354.425,2290.143,2560.24,0,0,20,20,20,20,20,20,20,20,87.138,253.465,339.999,361.058,250.136,154.64,194.611,322.053,0,0,20,20,20,20,20,20,20,20,334.636,389.374,251.722,591.066,417.537,584.216,662.416,469.893,0,0,20,20,20,20,20,20,20.19,54.106,39.161,99.974,41.763,36.89,46.706,40.807,202.685,84.851,181.101,132.783,335.62,249.854,573.178,1362.806,714.419,1038.789,0,0,20,20,20,20.155,40.845,105.734,107.637,117.387,98.783,206.627,216.399,207.461,212.251,0,0,20,20,20,20,20,20,20,20,20,50.16,62.799,59.611,47.366,45.696,0,9,78
1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,49.348,33.062,30.537,46.974,62.747,62.427,75.2,62.582,93.984,87.398,67.495,81.192,82.558,87.463,73.179,39.764,50.202,47.863,36.316,56.586,58.374,58.843,60.184,67.838,51.083,20,33.443,49.176,48.669,71.233,24.149,55.707,91.728,47.146,39.646,52.843,172.033,171.768,70.769,181.094,133.33,224.029,271.099,382.462,384.725,311.443,286.758,356.734,357.563,490.236,303.049,292.934,323.724,348.22,428.482,561.393,468.258,414.169,329.576,305.856,373.088,583.676,352.301,376.592,482.168,325.931,542.585,310.691,244.378,380.864,357.385,260.785,404.45,564.564,813.79,0,0,1232.696,780.453,558.563,587.133,1458.638,1608.337,3280.846,2633.176,2856.368,2230.428,1110.139,984.181,2052.264,2910.124,2903.546,2970.427,2026.791,1363.499,2276.034,2117.072,1832.7,2273.359,2537.605,2249.154,1120.876,1348.33,1950.565,2191.483,2161.403,2278.55,0,0,0,0,0,0,0,0,0,0,20,141.597,270.603,304.509,223.04,140.489,162.61,290.008,0,0,0,0,0,0,0,0,0,0,13.944,283.753,222.458,461.591,367.625,474.924,604.697,402.747,0,0,0,0,0,0,0,0,20,20,22.412,53.272,22.989,26.949,33.875,32.574,145.795,64.321,138.473,98.204,259.732,203.752,524.536,1188.918,648.266,916.942,0,0,0,0,0,10,21.397,60.002,69.162,76.407,63.093,160.019,160.048,167.619,173.782,0,0,0,0,0,0,0,0,0,0,0,20,20,31.397,26.647,28.239,0,10,77
1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,40.413,33.75,20,20,25.539,26.414,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,66.348,43.709,29.668,65.988,52.989,154.421,256.5,367.946,355.829,277.308,271.195,337.137,334.803,433.678,270.481,263.833,292.74,325.162,402.185,535.131,417.123,377.306,297.125,276.947,333.59,527.382,282.655,323.053,431.384,314.591,420.234,296.169,238.647,351.019,347.767,251.874,343.379,526.75,754.779,0,0,1159.181,611.641,537.801,541.284,1379.352,1475.118,2978.478,2449.375,2718.401,2191.124,1037.928,941.714,1977.561,2894.786,2895.001,2774.775,1852.985,1308.694,2038.07,1688.94,1533.79,1812.646,2134.323,2063.288,1103.798,1235.306,1917.499,2106.983,2012.517,1883.889,0,0,0,0,0,0,0,0,0,0,0,20,120.375,243.059,194.517,124.567,135.154,258.999,0,0,0,0,0,0,0,0,0,0,0,10.255,146.41,334.555,327.382,366.26,520.103,349.76,0,0,0,0,0,0,0,0,0,20,20,20,20,20,24.229,25.156,100.902,50.041,99.084,71.846,197.515,165.646,478.415,996.982,573.688,834.609,0,0,0,0,0,10,20,32.594,48.304,46.936,43.783,103.785,115.386,129.059,142.018,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,11,76
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,20,20,20,20,20,20,20,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,27.571,110.822,94.689,54.623,20,50.03,132.365,46.083,30,30,68.662,110.903,56.864,24.147,15,32.686,40,40,40,40,40,60,159.606,307.52,370.12,290.001,233.115,333.025,337.67,244.32,292.692,500.107,697.772,0,0,1107.82,552.164,522.644,478.013,1279.349,1346.813,2672.76,2302.191,2641.581,2132.77,963.635,909.292,1903.463,2878.035,2886.674,2577.139,1719.104,1267.633,1793.65,1264.786,1182.189,1451.006,1907.079,1894.836,1073.194,1129.198,1850.739,2036.04,1889.83,1680.243,0,0,0,0,0,0,0,0,0,0,0,0,20,95.132,144.972,108.703,108.917,226.741,0,0,0,0,0,0,0,0,0,0,0,0,10,105.662,268.437,273.52,434.55,314.655,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,68.336,38.386,69.299,50.169,145.921,131.842,427.973,831.191,499.164,766.302,0,0,0,0,0,0,20,20,30.8,30.877,32.232,60.794,65.342,96.244,112.63,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,12,75
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,29.019,20,20,20,29.295,20,20,20,20,18.164,15,15,15,15,15,15,15,15,15,40,116.132,299.778,351.444,283.667,227.02,323.323,323.766,232.732,251.605,467.367,649.734,0,0,1061.099,522.044,507.72,433.067,953.595,1032.113,2049.787,2022.952,2423.633,2067.874,871.37,887.664,1803.583,2821.732,2875.371,2405.925,1589.177,1233.915,1587.526,1002.643,1041.88,1241.62,1754.853,1784.301,1047.93,1031.057,1796.729,1967.682,1807.208,1573.322,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49.25,88.079,79.614,198.85,0,0,0,0,0,0,0,0,0,0,0,0,0,10,125.5,189.355,328,291.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,28.454,27.641,43.716,36.123,102.294,100.743,378.527,697.391,417.415,701.281,0,0,0,0,0,0,20,20,14.897,20.518,23.406,35.602,40.421,70.278,85.739,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,13,74
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,15,15,15,15,15,15,15,15,15,15,15,15,20,67.317,248.547,308.296,255.584,210.202,307.818,210.289,112.229,134.648,386.317,588.045,0,0,1024.172,493.31,494.318,423.911,762.893,700.172,1613.196,1588.496,1909.386,1826.234,792.342,832.492,1524.737,2385.154,2638.902,2151.528,1449.761,1199.034,1409.285,838.907,968.486,976.936,1588.719,1643.063,1023.931,944.116,1695.022,1889.625,1720.851,1483.817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13.446,22.122,173.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35.27,206.996,263.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,17.754,18.385,25.579,67.157,74.718,323.972,591.276,352.622,633.669,0,0,0,0,0,0,0,0,10,10,13.433,22.654,26.317,49.656,61.815,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,14,73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,15,15,15,15,15,15,15,15,15,15,15,15,15,13.469,88.255,168.008,115.704,64.89,178.923,28.149,30,30,132.304,488.205,0,0,980.856,467.78,482.232,416.21,633.1,522.781,1290.1,1329.462,1602.338,1458.307,670.587,737.307,1346.884,1657.258,1626.736,1686.156,1287.734,1168.541,1226.818,722.744,845.805,826.031,1395.092,1410.223,975.02,878.432,1581.428,1457.252,1606.726,1406.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,145.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17.222,184.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,11.134,43.445,43.254,246.617,464.853,300.028,555.328,0,0,0,0,0,0,0,0,0,10,10,10,11.949,34.222,38.126,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,15,72
